From,To,Datetime,Duration(seconds),Cell Tower
282,13,20060603 1549,1339,14
32,0,20060603 1550,1300,29
119,259,20060603 1550,949,20
108,7,20060603 1553,1073,9
192,151,20060603 1556,917,11
216,12,20060603 1556,1595,29
305,293,20060603 1557,889,19
137,20,20060603 1558,611,29
362,1,20060603 1558,1094,9
304,4,20060603 1559,802,15
14,355,20060603 1600,1039,10
41,73,20060603 1602,1219,28
287,244,20060603 1602,870,11
339,26,20060603 1602,1617,11
28,5,20060603 1604,884,22
80,1,20060603 1604,1171,12
276,1,20060603 1604,1402,29
323,202,20060603 1604,1138,29
317,30,20060603 1605,1404,11
225,319,20060603 1606,694,30
66,372,20060603 1607,1255,29
175,158,20060603 1607,1202,30
315,56,20060603 1609,1164,28
70,188,20060603 1610,907,20
287,244,20060603 1610,737,11
252,54,20060603 1611,1444,29
90,110,20060603 1612,802,15
229,264,20060603 1614,1037,13
280,199,20060603 1614,1285,29
337,41,20060603 1614,1226,28
256,1,20060603 1615,1145,14
227,296,20060603 1616,789,16
172,297,20060603 1617,472,9
185,91,20060603 1617,567,13
395,48,20060603 1617,968,11
305,293,20060603 1618,900,6
355,0,20060603 1618,1385,15
63,1,20060603 1620,1282,11
255,87,20060603 1620,1472,28
19,1,20060603 1622,1266,30
165,34,20060603 1622,1269,29
21,133,20060603 1623,803,9
39,23,20060603 1623,1587,9
118,55,20060603 1623,568,6
42,0,20060603 1625,1424,16
191,120,20060603 1625,789,22
372,89,20060603 1625,877,13
383,5,20060603 1626,935,10
120,20,20060603 1627,1308,15
314,250,20060603 1630,1738,27
161,54,20060603 1631,925,10
174,221,20060603 1631,1652,30
259,119,20060603 1631,1477,30
310,54,20060603 1633,1393,28
54,310,20060603 1636,1154,29
124,9,20060603 1636,1854,1
232,40,20060603 1636,1184,30
37,5,20060603 1637,1726,22
308,198,20060603 1637,922,29
65,32,20060603 1638,1208,9
249,138,20060603 1638,984,28
149,144,20060603 1639,888,15
27,2,20060603 1643,1304,8
134,1,20060603 1644,672,23
181,19,20060603 1645,1402,29
292,96,20060603 1645,1304,13
302,109,20060603 1645,847,15
292,1,20060603 1646,1515,11
199,282,20060603 1647,1082,22
61,393,20060603 1648,590,28
56,315,20060603 1649,1096,22
69,387,20060603 1649,578,7
316,52,20060603 1649,1126,4
355,14,20060603 1649,1592,28
38,119,20060603 1650,1273,1
255,87,20060603 1653,701,4
288,56,20060603 1654,1691,30
51,307,20060603 1655,1398,11
177,70,20060603 1656,1225,21
297,172,20060603 1656,1400,22
2,68,20060603 1658,1321,29
204,93,20060603 1658,772,8
368,197,20060603 1658,1099,12
81,41,20060603 1701,1353,7
8,195,20060603 1704,978,12
169,61,20060603 1704,1301,4
372,89,20060603 1704,646,27
396,81,20060603 1705,1052,18
391,211,20060603 1706,789,30
363,134,20060603 1708,1256,29
341,112,20060603 1710,1506,21
226,390,20060603 1711,896,15
266,190,20060603 1712,1539,11
281,137,20060603 1712,705,29
227,1,20060603 1713,1011,29
359,96,20060603 1713,1533,25
395,48,20060603 1714,1132,11
157,5,20060603 1715,1025,1
317,30,20060603 1715,780,11
39,23,20060603 1717,1051,9
314,5,20060603 1719,677,27
128,14,20060603 1724,935,11
150,67,20060603 1726,1336,16
399,3,20060603 1726,1082,4
331,134,20060603 1727,1012,15
399,90,20060603 1727,1110,4
152,69,20060603 1729,1187,15
344,61,20060603 1729,625,23
385,179,20060603 1729,668,19
75,177,20060603 1730,951,15
330,325,20060603 1730,1108,27
346,120,20060603 1731,855,28
246,5,20060603 1732,483,17
273,162,20060603 1734,1010,29
312,275,20060603 1734,932,29
46,242,20060603 1735,374,30
61,97,20060603 1738,1611,28
204,398,20060603 1738,1135,8
348,163,20060603 1738,1359,23
381,12,20060603 1738,870,9
174,369,20060603 1739,1551,30
258,132,20060603 1739,1832,29
349,23,20060603 1739,1589,1
187,66,20060603 1740,692,30
369,320,20060603 1740,1186,25
281,1,20060603 1741,772,29
2,200,20060603 1742,1173,29
51,12,20060603 1742,624,16
61,33,20060603 1743,1431,28
37,293,20060603 1745,911,22
153,1,20060603 1745,1190,1
200,5,20060603 1745,781,29
176,54,20060603 1746,1336,15
41,46,20060603 1749,1210,28
15,72,20060603 1750,1344,7
208,3,20060603 1750,1490,22
97,5,20060603 1751,1071,22
256,1,20060603 1751,816,20
89,91,20060603 1753,717,11
251,9,20060603 1753,929,13
334,302,20060603 1754,887,11
338,332,20060603 1755,1745,21
358,30,20060603 1756,1932,30
172,375,20060603 1759,928,9
156,101,20060603 1801,1410,21
102,75,20060603 1803,1444,8
169,61,20060603 1803,1287,4
348,5,20060603 1805,796,15
30,5,20060603 1806,1104,18
121,21,20060603 1807,1056,28
302,24,20060603 1807,1430,15
65,4,20060603 1808,1010,9
240,269,20060603 1809,1095,17
320,369,20060603 1810,1041,16
224,71,20060603 1811,910,24
352,32,20060603 1812,1767,16
166,154,20060603 1813,1212,11
175,0,20060603 1814,1676,30
267,5,20060603 1815,1323,30
249,138,20060603 1816,877,28
154,48,20060603 1817,1060,13
39,14,20060603 1818,713,10
350,19,20060603 1818,1584,24
144,54,20060603 1819,1328,16
140,0,20060603 1820,1082,15
248,336,20060603 1821,852,16
136,344,20060603 1823,370,29
303,13,20060603 1823,1090,26
130,168,20060603 1826,662,28
55,164,20060603 1827,1225,27
58,186,20060603 1827,1007,17
155,5,20060603 1827,1099,28
350,305,20060603 1828,1601,1
322,146,20060603 1829,859,25
380,120,20060603 1830,573,29
333,375,20060603 1831,1163,4
172,232,20060603 1833,1506,9
173,120,20060603 1833,314,15
171,51,20060603 1834,1464,13
56,288,20060603 1836,939,22
138,21,20060603 1837,1409,29
375,333,20060603 1837,897,15
123,19,20060603 1838,984,13
54,161,20060603 1839,971,29
8,16,20060603 1840,508,29
81,142,20060603 1842,1044,10
104,11,20060603 1844,998,7
127,43,20060603 1844,1230,3
183,17,20060603 1846,1266,1
298,115,20060603 1847,1938,21
383,92,20060603 1847,717,7
197,368,20060603 1849,890,29
189,361,20060603 1850,636,11
266,190,20060603 1850,832,11
66,14,20060603 1851,1705,28
123,30,20060603 1858,991,13
246,16,20060603 1859,1166,7
0,109,20060603 1900,1258,21
338,158,20060603 1901,1075,21
42,19,20060603 1904,1016,16
373,61,20060603 1904,574,29
186,220,20060603 1906,1655,19
211,391,20060603 1906,1120,22
122,73,20060603 1908,863,6
149,138,20060603 1909,1532,15
144,54,20060603 1910,927,16
169,61,20060603 1912,808,28
195,245,20060603 1912,1036,15
295,26,20060603 1912,1054,30
95,7,20060603 1913,909,11
273,0,20060603 1914,876,29
385,179,20060603 1914,693,19
392,27,20060603 1914,556,9
208,3,20060603 1915,1235,17
172,72,20060603 1917,1146,9
176,148,20060603 1917,905,18
298,144,20060603 1917,1056,22
303,13,20060603 1918,806,26
7,253,20060603 1919,1141,16
302,334,20060603 1920,1302,11
49,184,20060603 1922,1527,13
313,97,20060603 1922,1660,13
72,35,20060603 1923,796,27
385,90,20060603 1926,878,19
48,129,20060603 1927,707,28
314,5,20060603 1927,574,27
173,120,20060603 1929,886,28
375,172,20060603 1929,1374,15
255,87,20060603 1931,1040,4
299,52,20060603 1931,1175,16
33,13,20060603 1932,980,28
78,52,20060603 1934,182,4
168,130,20060603 1936,991,25
191,178,20060603 1936,803,22
363,134,20060603 1938,1010,29
267,231,20060603 1939,563,15
178,23,20060603 1940,1191,11
88,79,20060603 1941,1096,29
291,194,20060603 1942,1241,28
0,42,20060603 1944,1757,7
366,5,20060603 1946,1108,23
4,45,20060603 1947,627,15
350,305,20060603 1951,685,1
89,91,20060603 1953,1324,11
157,5,20060603 1955,916,1
290,92,20060603 1955,1359,18
33,2,20060603 1956,1393,16
281,1,20060603 2001,1463,29
331,78,20060603 2002,1177,11
184,5,20060603 2005,1210,13
375,333,20060603 2006,1387,15
150,5,20060603 2009,764,16
260,24,20060603 2009,1512,16
148,110,20060603 2010,1099,12
324,120,20060603 2010,1192,22
95,171,20060603 2011,1006,11
1,200,20060603 2012,987,11
14,39,20060603 2013,1151,10
228,92,20060603 2015,1213,2
386,247,20060603 2016,873,11
201,18,20060603 2024,1292,9
175,0,20060603 2025,1248,30
193,42,20060603 2025,662,2
364,260,20060603 2026,1199,24
369,174,20060603 2026,1527,25
226,390,20060603 2030,236,15
312,38,20060603 2031,1564,12
377,117,20060603 2031,760,13
239,247,20060603 2033,1326,4
165,1,20060603 2035,963,29
29,58,20060603 2037,816,8
355,14,20060603 2037,602,15
70,188,20060603 2038,617,22
21,5,20060603 2044,997,9
55,164,20060603 2045,1340,27
62,93,20060603 2045,1116,4
384,189,20060603 2045,1087,9
50,0,20060603 2047,1267,15
282,199,20060603 2049,1062,19
89,372,20060603 2052,1049,11
136,60,20060603 2052,1032,29
81,396,20060603 2058,903,7
74,44,20060603 2059,949,28
289,2,20060603 2059,1301,7
373,41,20060603 2059,843,15
327,42,20060603 2100,772,13
357,158,20060603 2100,1116,25
297,15,20060603 2102,480,22
27,257,20060603 2105,750,8
42,0,20060603 2105,1100,16
217,296,20060603 2105,342,22
286,92,20060603 2105,947,15
68,50,20060603 2108,1062,16
322,1,20060603 2110,903,25
34,2,20060603 2111,623,21
73,41,20060603 2113,637,21
380,363,20060603 2114,1039,29
97,211,20060603 2117,577,22
59,11,20060603 2118,341,11
242,1,20060603 2119,721,11
133,178,20060603 2120,1597,22
303,13,20060603 2121,1241,7
225,35,20060603 2123,1071,30
267,231,20060603 2124,1062,30
371,60,20060603 2125,1071,19
279,198,20060603 2126,956,15
364,113,20060603 2127,1099,1
230,8,20060603 2128,905,28
247,103,20060603 2129,1036,2
156,85,20060603 2131,576,20
297,172,20060603 2131,583,22
73,122,20060603 2132,498,21
284,260,20060603 2132,920,22
85,86,20060603 2135,1006,30
54,310,20060603 2141,891,29
8,5,20060603 2145,1135,29
284,260,20060603 2146,935,19
387,267,20060603 2146,1072,28
38,119,20060603 2150,1609,1
315,56,20060603 2151,273,28
154,202,20060603 2153,1063,13
388,19,20060603 2153,1588,11
242,1,20060603 2155,603,9
6,5,20060603 2157,1156,16
237,1,20060603 2200,1297,20
289,45,20060603 2200,900,4
208,192,20060603 2203,594,22
40,360,20060603 2205,738,1
58,38,20060603 2209,1032,17
108,13,20060603 2209,1439,9
381,199,20060603 2209,1064,29
204,90,20060603 2210,686,8
50,93,20060603 2211,437,15
377,92,20060603 2211,703,13
381,199,20060603 2213,1509,29
153,1,20060603 2216,918,1
299,260,20060603 2217,895,29
16,8,20060603 2219,1401,11
139,318,20060603 2219,1042,1
258,132,20060603 2220,1251,29
258,132,20060603 2221,923,29
349,7,20060603 2225,782,1
27,54,20060603 2226,1387,8
328,142,20060603 2226,909,30
348,5,20060603 2226,691,15
374,157,20060603 2230,355,16
123,19,20060603 2232,728,13
34,3,20060603 2233,747,21
341,357,20060603 2237,1347,21
344,389,20060603 2237,484,27
165,1,20060603 2239,940,29
291,204,20060603 2239,1022,28
395,48,20060603 2240,892,11
165,1,20060603 2241,963,29
217,296,20060603 2241,951,22
16,166,20060603 2243,1129,11
59,113,20060603 2245,1472,15
293,305,20060603 2246,816,22
335,14,20060603 2247,971,10
137,286,20060603 2249,1250,29
126,85,20060603 2253,1431,4
310,61,20060603 2253,900,15
47,231,20060603 2302,1079,28
266,190,20060603 2302,874,11
113,5,20060603 2303,1281,15
122,73,20060603 2303,722,6
217,129,20060603 2303,642,6
298,115,20060603 2303,337,22
41,73,20060603 2304,826,13
34,258,20060603 2306,1195,15
42,203,20060603 2307,1454,16
196,118,20060603 2310,1649,11
172,1,20060603 2311,1541,9
262,137,20060603 2311,1226,22
387,69,20060603 2311,1281,28
217,296,20060603 2312,1735,22
263,9,20060603 2312,1296,30
20,19,20060603 2313,641,30
372,89,20060603 2315,885,13
39,23,20060603 2316,869,10
42,363,20060603 2318,981,13
196,368,20060603 2318,1167,11
262,19,20060603 2320,1356,22
337,18,20060603 2320,367,28
49,26,20060603 2322,639,28
16,9,20060603 2323,699,11
377,117,20060603 2325,888,13
305,350,20060603 2327,132,6
371,1,20060603 2328,1082,22
366,5,20060603 2332,1023,23
36,53,20060603 2333,1172,28
185,229,20060603 2337,577,29
327,42,20060603 2338,1589,13
163,44,20060603 2339,1482,21
169,79,20060603 2339,737,4
348,5,20060603 2339,1246,15
282,13,20060603 2340,1812,19
338,332,20060603 2340,680,15
238,209,20060603 2341,1617,12
346,1,20060603 2344,733,28
202,221,20060603 2345,1006,22
95,7,20060603 2346,1304,11
326,90,20060603 2346,1328,18
240,0,20060603 2347,758,17
15,14,20060603 2348,811,23
26,49,20060603 2348,937,12
78,331,20060603 2348,774,16
382,350,20060603 2349,1422,15
41,81,20060603 2353,991,28
178,23,20060603 2354,748,9
374,13,20060603 2354,774,16
246,16,20060603 2355,888,7
267,5,20060603 2355,826,15
63,15,20060603 2356,1364,11
252,54,20060603 2357,1207,29
386,247,20060603 2357,926,11
47,206,20060603 2358,1127,13
388,34,20060603 2358,871,15
0,112,20060603 2359,887,21
386,247,20060603 2359,725,11
82,103,20060604 0011,763,13
121,8,20060604 0012,1192,9
202,221,20060604 0012,920,22
383,92,20060604 0015,751,7
248,7,20060604 0018,1156,16
358,392,20060604 0020,1506,30
317,123,20060604 0023,932,11
238,209,20060604 0025,925,29
255,10,20060604 0038,902,28
338,158,20060604 0055,1286,21
38,164,20060604 0108,776,1
288,56,20060604 0118,886,30
124,2,20060604 0119,1266,1
333,41,20060604 0119,883,8
175,158,20060604 0120,604,30
264,54,20060604 0123,556,29
63,15,20060604 0135,1126,11
56,163,20060604 0140,911,22
135,12,20060604 0142,1004,13
230,8,20060604 0144,754,28
338,158,20060604 0144,381,21
220,277,20060604 0149,844,6
218,97,20060604 0153,1143,30
317,123,20060604 0157,998,11
164,55,20060604 0158,488,30
221,202,20060604 0201,1255,27
277,220,20060604 0211,879,16
247,239,20060604 0216,1000,2
191,120,20060604 0219,879,22
224,34,20060604 0225,1041,25
303,131,20060604 0230,1190,7
77,285,20060604 0242,1365,15
47,24,20060604 0252,943,13
106,3,20060604 0255,1082,24
258,34,20060604 0300,479,29
31,5,20060604 0302,1404,30
53,36,20060604 0315,646,16
178,191,20060604 0329,1354,9
262,137,20060604 0344,1135,22
106,3,20060604 0350,938,1
168,2,20060604 0351,930,25
35,87,20060604 0355,810,15
226,168,20060604 0413,1512,30
331,134,20060604 0415,976,11
22,26,20060604 0422,723,25
73,41,20060604 0422,1312,21
4,10,20060604 0424,1177,15
342,158,20060604 0425,1321,29
18,59,20060604 0435,1376,4
236,13,20060604 0435,1011,1
152,329,20060604 0437,1319,15
369,320,20060604 0449,1025,25
125,27,20060604 0451,1513,12
139,318,20060604 0451,775,1
270,2,20060604 0451,869,27
66,159,20060604 0456,1206,28
366,30,20060604 0458,1247,7
209,13,20060604 0507,1182,28
61,154,20060604 0513,1138,28
348,5,20060604 0516,1294,15
293,51,20060604 0517,1260,22
242,46,20060604 0520,985,9
222,24,20060604 0521,1100,10
27,54,20060604 0530,335,8
224,34,20060604 0533,1089,25
66,198,20060604 0536,526,28
228,3,20060604 0542,595,2
2,0,20060604 0548,928,29
27,257,20060604 0557,1516,8
117,143,20060604 0558,1095,28
260,24,20060604 0607,1634,28
84,2,20060604 0612,644,9
205,345,20060604 0616,1496,28
242,46,20060604 0617,537,9
357,341,20060604 0620,1084,17
292,1,20060604 0628,1147,13
304,4,20060604 0637,1295,15
86,85,20060604 0645,203,4
81,142,20060604 0651,957,7
19,40,20060604 0658,837,30
78,331,20060604 0702,871,4
365,62,20060604 0703,1195,15
83,61,20060604 0716,841,12
311,37,20060604 0719,1211,8
63,15,20060604 0720,979,11
237,1,20060604 0721,1204,4
356,11,20060604 0725,996,24
104,83,20060604 0736,1498,26
160,6,20060604 0740,226,22
351,38,20060604 0741,953,28
261,0,20060604 0744,1106,9
54,176,20060604 0748,726,29
187,66,20060604 0800,1525,30
353,89,20060604 0800,1118,12
193,3,20060604 0801,747,2
352,32,20060604 0801,279,29
158,202,20060604 0802,1382,22
343,52,20060604 0802,1142,9
178,191,20060604 0803,1708,9
232,40,20060604 0804,706,30
251,240,20060604 0804,437,28
387,267,20060604 0804,1373,19
154,166,20060604 0808,373,13
344,61,20060604 0808,526,23
2,179,20060604 0809,1375,29
178,191,20060604 0810,1928,9
328,3,20060604 0811,1087,30
351,38,20060604 0811,942,28
310,61,20060604 0812,672,15
56,99,20060604 0813,1189,22
127,53,20060604 0813,966,3
18,249,20060604 0815,785,4
130,111,20060604 0815,1529,15
263,9,20060604 0815,1152,30
273,162,20060604 0815,561,29
371,60,20060604 0815,372,19
225,41,20060604 0816,818,30
234,170,20060604 0816,1584,16
256,134,20060604 0818,1216,20
340,14,20060604 0818,573,11
215,272,20060604 0821,1563,29
277,9,20060604 0821,1139,16
67,41,20060604 0822,1114,16
70,188,20060604 0823,1517,22
34,50,20060604 0826,909,15
348,163,20060604 0826,1560,15
0,140,20060604 0827,1395,7
80,1,20060604 0828,1254,11
128,14,20060604 0828,958,11
228,3,20060604 0828,1058,2
191,120,20060604 0832,901,22
253,7,20060604 0832,796,16
353,89,20060604 0832,1441,12
279,271,20060604 0833,1569,15
332,0,20060604 0833,978,12
47,231,20060604 0834,1247,13
371,60,20060604 0834,1008,22
137,262,20060604 0836,650,29
83,61,20060604 0837,1006,30
171,51,20060604 0837,653,27
121,8,20060604 0838,1124,9
331,78,20060604 0838,1290,15
56,288,20060604 0839,935,22
262,137,20060604 0839,1077,22
386,179,20060604 0839,1165,11
292,1,20060604 0840,1345,11
301,275,20060604 0840,861,15
14,39,20060604 0842,688,18
275,312,20060604 0842,1256,30
245,1,20060604 0844,835,22
301,275,20060604 0844,1177,15
124,9,20060604 0845,629,1
112,341,20060604 0847,1026,7
217,192,20060604 0847,1026,6
37,3,20060604 0848,1094,22
240,269,20060604 0850,517,17
259,119,20060604 0850,1277,12
36,21,20060604 0852,535,28
63,15,20060604 0852,1216,11
216,12,20060604 0852,1031,29
122,73,20060604 0853,1042,24
260,24,20060604 0853,1043,28
121,21,20060604 0854,868,28
263,185,20060604 0854,1018,30
32,65,20060604 0855,938,29
171,95,20060604 0856,1477,13
329,295,20060604 0857,866,11
242,46,20060604 0858,763,11
296,227,20060604 0858,1360,11
378,275,20060604 0902,941,30
201,18,20060604 0903,878,9
364,379,20060604 0903,828,24
59,113,20060604 0904,1128,15
125,94,20060604 0904,848,12
369,320,20060604 0905,695,22
143,117,20060604 0907,998,12
357,158,20060604 0907,600,17
259,148,20060604 0908,990,12
344,389,20060604 0908,1516,23
278,239,20060604 0910,713,17
94,125,20060604 0913,1061,22
143,117,20060604 0915,1029,28
236,13,20060604 0916,1509,1
142,81,20060604 0917,814,29
182,38,20060604 0918,824,13
102,305,20060604 0920,1250,13
139,75,20060604 0920,1112,1
230,8,20060604 0920,1021,28
119,92,20060604 0921,756,14
128,14,20060604 0922,1588,11
213,118,20060604 0922,1578,8
68,50,20060604 0923,735,16
326,90,20060604 0923,771,7
1,200,20060604 0924,1089,11
207,162,20060604 0924,669,24
372,89,20060604 0926,1427,27
292,96,20060604 0927,1137,11
45,4,20060604 0928,1204,12
149,138,20060604 0930,1441,15
258,132,20060604 0930,1018,29
88,53,20060604 0932,1556,29
390,226,20060604 0932,679,21
187,51,20060604 0933,1529,30
275,301,20060604 0935,1198,30
356,11,20060604 0936,685,24
33,13,20060604 0937,1155,16
40,118,20060604 0937,932,1
237,206,20060604 0938,1492,4
207,27,20060604 0940,589,30
194,291,20060604 0941,1199,19
272,215,20060604 0941,970,15
323,367,20060604 0941,1035,29
174,44,20060604 0942,285,30
89,14,20060604 0943,1395,11
187,51,20060604 0943,1178,30
